"edges","entries","contents"
-Inf,0.0,0.0
-1.0,484.83685220729365,1.4878136570217457
-0.9310344827586208,510.11788617886174,1.3374594556262545
-0.8620689655172413,509.6708939065883,1.4337644392010898
-0.7931034482758621,548.1537999399219,1.2499063723047974
-0.7241379310344827,520.4858791375646,1.3366741496613816
-0.6551724137931034,508.5304482225657,1.3376728666208169
-0.5862068965517242,530.8062015503875,1.212956361996868
-0.5172413793103448,524.3392248062015,1.1855241766228204
-0.4482758620689655,552.4354740061162,1.2297876871191369
-0.37931034482758624,556.310975609756,1.1164073357584074
-0.31034482758620685,558.3416937149601,1.1746283728715279
-0.24137931034482762,578.8002346729246,1.0994104507156404
-0.17241379310344823,571.208729216152,1.135425813112742
-0.10344827586206895,600.3561398267105,0.9975042838027082
-0.03448275862068967,600.8014409221902,1.116373321421793
0.03448275862068967,629.7660589060308,1.0234298328742535
0.10344827586206895,654.0887296775971,0.920213691895777
0.17241379310344823,641.9161344071092,0.9860769856223799
0.24137931034482762,714.5290951038195,0.9413590448952166
0.31034482758620685,698.7754889178618,0.969742248304456
0.37931034482758624,756.8477095516569,0.9332964339506657
0.4482758620689655,798.9538167025604,0.8628976533220621
0.5172413793103448,815.7553472722902,0.8266804411281226
0.5862068965517242,822.8026660318973,0.8375295050336647
0.6551724137931034,901.1752397558848,0.847864593083093
0.7241379310344827,907.7447780678851,0.8188643324360559
0.7931034482758621,1015.9309619027573,0.6869925705144188
0.8620689655172413,920.2927938167766,0.7475759526152931
0.9310344827586208,505.6442426743706,0.7450311964146149
1.0,0.0,0.0
Inf,0.0,0.0
