"edges","entries","contents"
-Inf,0.0,0.0
-1.0,7624.771128566415,1.2080525447834527
-0.9310344827586208,7552.464816623264,1.1923726578553833
-0.8620689655172413,7536.959512313543,1.171214984984842
-0.7931034482758621,7325.8536832867085,1.1277448987226597
-0.7241379310344827,7196.28242074928,1.0779294917630515
-0.6551724137931034,7241.465598261579,1.0778097016082429
-0.5862068965517242,7231.317623621876,1.081328992059862
-0.5172413793103448,7066.987517184492,1.0534061984736331
-0.4482758620689655,7110.5160778303825,1.042748916331601
-0.37931034482758624,7057.296860496861,1.0141693206636808
-0.31034482758620685,6953.710096561534,0.9787772893713664
-0.24137931034482762,7012.353395733565,0.9831276289476388
-0.17241379310344823,7091.077104494411,0.9992943048820868
-0.10344827586206895,7114.072174536951,0.9739372148842019
-0.03448275862068967,7088.373882925281,0.9534356169188786
0.03448275862068967,7169.316829882848,0.9566260980647728
0.10344827586206895,7300.73971299249,0.9644697821269458
0.17241379310344823,7259.4011662256935,0.9664988305401981
0.24137931034482762,7321.057009205522,0.9282682873721675
0.31034482758620685,7515.679753183539,0.9437594517081606
0.37931034482758624,7596.0949507093055,0.9404613492850225
0.4482758620689655,7636.975541033291,0.9130784891786832
0.5172413793103448,7833.8116086312275,0.9192569194473965
0.5862068965517242,7967.819871433406,0.9372619963024982
0.6551724137931034,7997.011831035938,0.9183665978872912
0.7241379310344827,8168.665934934364,0.9440798864611261
0.7931034482758621,8091.614616342855,0.9509117433746731
0.8620689655172413,7627.676715368966,0.9616666281998043
0.9310344827586208,3900.7001561454385,0.9998493646979892
1.0,0.0,0.0
Inf,0.0,0.0
