"edges","entries","contents"
-Inf,0.0,0.0
-1.0,5201.789884255589,1.1703434472151022
-0.9310344827586208,4999.038405064118,1.1256046638707595
-0.8620689655172413,4802.270799946581,1.1131865795782068
-0.7931034482758621,4555.854760753988,1.064115153105621
-0.7241379310344827,4445.079282160626,1.0901586436016026
-0.6551724137931034,4340.547077746051,1.0762625437279911
-0.5862068965517242,4253.043820596785,1.0653016414530345
-0.5172413793103448,4071.1577047454307,1.0214377518762305
-0.4482758620689655,3891.5275921329003,0.9999590845778606
-0.37931034482758624,4050.152964680161,1.0132354406194044
-0.31034482758620685,3788.0450397980976,0.962155097938703
-0.24137931034482762,3816.822573135718,0.9632727345669855
-0.17241379310344823,3707.017847249703,0.9813014575017174
-0.10344827586206895,3761.025260609847,0.9574056024185927
-0.03448275862068967,3754.132334384858,0.992833053165403
0.03448275862068967,3684.877547770701,0.9690811821331262
0.10344827586206895,3606.2610216656726,0.9133849138808686
0.17241379310344823,3688.1365130927384,0.9566725923283805
0.24137931034482762,3545.993611892326,0.8976986280724903
0.31034482758620685,3654.5061703900637,0.9480552627172931
0.37931034482758624,3571.157025449637,0.9102306812682601
0.4482758620689655,3496.230262892218,0.891287852784719
0.5172413793103448,3522.6287703955627,0.9374615264295811
0.5862068965517242,3411.093807630835,0.9374805520021944
0.6551724137931034,3347.6597538076367,0.9187616174021302
0.7241379310344827,3276.755730078108,0.9377966067965596
0.7931034482758621,3153.3994184746143,0.9492858545354877
0.8620689655172413,2788.7555850927865,1.0256839679165903
0.9310344827586208,1380.60350877193,1.3585353669836837
1.0,0.0,0.0
Inf,0.0,0.0
