"edges","entries","contents"
-Inf,0.0,0.0
-1.0,116.04863813229572,0.9051187103739167
-0.9310344827586208,111.21669980119283,0.9849817092569074
-0.8620689655172413,90.69211195928753,0.7965149973729734
-0.7931034482758621,100.74884792626727,0.7445403093844474
-0.7241379310344827,92.70603015075376,0.7958420073486646
-0.6551724137931034,81.98924731182795,0.8253488875451209
-0.5862068965517242,77.44412607449857,0.797044779355658
-0.5172413793103448,72.97297297297297,0.8429874334952935
-0.4482758620689655,69.38557993730407,0.915546928528949
-0.37931034482758624,57.67279411764706,0.8051683290317396
-0.31034482758620685,62.14915254237289,0.9148210701360923
-0.24137931034482762,64.95911949685534,1.0642613885017136
-0.17241379310344823,46.68525896414343,1.263113295369807
-0.10344827586206895,55.734375,1.091449986715574
-0.03448275862068967,60.32967032967033,0.8641170985121213
0.03448275862068967,46.206896551724135,1.4580473277210955
0.10344827586206895,49.18650793650793,1.1823606084288085
0.17241379310344823,45.68724279835391,1.1527511253192493
0.24137931034482762,44.05577689243028,1.4308934668634672
0.31034482758620685,53.26296296296296,1.0935173284779072
0.37931034482758624,61.78006872852234,0.9057015134331424
0.4482758620689655,46.99596774193549,1.2863333864614999
0.5172413793103448,50.68846153846154,1.128627644810577
0.5862068965517242,49.955999999999996,1.0668685490378487
0.6551724137931034,48.36614173228347,1.1669749618637593
0.7241379310344827,46.599173553719005,1.209769687180794
0.7931034482758621,41.25,1.2800309358071809
0.8620689655172413,33.31937172774869,1.8147407160812685
0.9310344827586208,16.19047619047619,2.036560754621768
1.0,0.0,0.0
Inf,0.0,0.0
