"edges","entries","contents"
-Inf,0.0,0.0
-1.0,3582.2181314330956,1.179612065156836
-0.9310344827586208,3400.4098602347112,1.1382076708828839
-0.8620689655172413,3424.2799575821846,1.1457843012543467
-0.7931034482758621,3370.4724146166704,1.1309412383603514
-0.7241379310344827,3331.48758559095,1.094074720229102
-0.6551724137931034,3299.0443827196973,1.0625771376785584
-0.5862068965517242,3298.0310665797115,1.1054063158221659
-0.5172413793103448,3324.2457597583643,1.0848376773630055
-0.4482758620689655,3351.21963346245,1.0738320986238625
-0.37931034482758624,3367.827387736494,1.032684313649046
-0.31034482758620685,3308.651146788991,1.0026661657199774
-0.24137931034482762,3436.4067596445843,1.0248582900379062
-0.17241379310344823,3479.7544589123536,1.0101999400319623
-0.10344827586206895,3548.093314093314,0.9812036108799728
-0.03448275862068967,3525.015590318148,0.9440264788241154
0.03448275862068967,3622.0332444079622,0.9729587177776827
0.10344827586206895,3631.2499483577776,0.9863229429560375
0.17241379310344823,3668.230313765182,0.9635673149555407
0.24137931034482762,3714.024720423779,0.9499966427213183
0.31034482758620685,3850.191845143979,0.9577891248519519
0.37931034482758624,3852.1224451351604,0.9418283229083605
0.4482758620689655,3890.3046468401485,0.9084105041516595
0.5172413793103448,3935.2348824444234,0.9216198754562092
0.5862068965517242,3948.5791826597424,0.9305022718567814
0.6551724137931034,3911.1171367579605,0.9244468465151802
0.7241379310344827,3838.0262097707805,0.9158295835948121
0.7931034482758621,3666.8618019144737,0.9371057158025117
0.8620689655172413,3186.813634639354,0.9285000293550648
0.9310344827586208,1279.9364490930757,0.9859880602954162
1.0,0.0,0.0
Inf,0.0,0.0
