"edges","entries","contents"
-Inf,0.0,0.0
-1.0,2355.4096344841564,1.118298517809055
-0.9310344827586208,2251.3215102974827,1.1279930905227507
-0.8620689655172413,2166.8952228604667,1.0905627890355558
-0.7931034482758621,2022.448137492429,1.0584520556023225
-0.7241379310344827,2033.3610880241783,1.077494337386996
-0.6551724137931034,2020.6220720374781,1.097753261221811
-0.5862068965517242,1965.9535848465873,1.0755817078727312
-0.5172413793103448,1921.6349081776802,1.021975809979024
-0.4482758620689655,1850.109085118242,1.0175858858020645
-0.37931034482758624,1934.1993298527234,1.0526175674697618
-0.31034482758620685,1825.7810769601158,1.0032848072760694
-0.24137931034482762,1887.339054096805,0.9963668238897172
-0.17241379310344823,1818.708540298029,0.9855632024060124
-0.10344827586206895,1917.4226359929216,0.9845692228798784
-0.03448275862068967,1906.975500939261,1.040404667615734
0.03448275862068967,1896.7979680471537,1.006782425578541
0.10344827586206895,1804.153720423412,0.9045579481252148
0.17241379310344823,1892.5328624078625,0.9546013213255943
0.24137931034482762,1837.5400061547932,0.8941522167860648
0.31034482758620685,1887.9652114597543,0.9575381238962752
0.37931034482758624,1840.4161945766298,0.91121487473541
0.4482758620689655,1838.5069160034002,0.9323261139690907
0.5172413793103448,1821.9083081219455,0.9823714069443943
0.5862068965517242,1750.759016916693,0.9250522299060991
0.6551724137931034,1623.0570588235294,0.89304997612893
0.7241379310344827,1538.7166416791604,0.8985478481131243
0.7931034482758621,1454.7978311386523,0.9453806453606627
0.8620689655172413,1157.469426827809,0.9636757358418732
0.9310344827586208,467.6472893533639,1.2055266839700065
1.0,0.0,0.0
Inf,0.0,0.0
