"edges","entries","contents"
-Inf,0.0,0.0
-1.0,2087.397638255583,1.0885203236803287
-0.9310344827586208,2025.9206559749184,1.0821103477129972
-0.8620689655172413,2013.4241945288757,1.076948486298192
-0.7931034482758621,1991.1434013271075,1.098571153208902
-0.7241379310344827,2009.6200604229607,1.071274599047108
-0.6551724137931034,2033.4687649022414,1.0566081388750788
-0.5862068965517242,2095.4109002545706,1.0182280566773985
-0.5172413793103448,2104.1784284570513,1.0204901763082184
-0.4482758620689655,2118.6642095713314,0.9855342070741582
-0.37931034482758624,2220.1358359553,1.0290712049809565
-0.31034482758620685,2202.117340286832,0.9861429235034952
-0.24137931034482762,2230.7668060469605,0.9753284852692894
-0.17241379310344823,2307.5173985086994,0.9618383280341843
-0.10344827586206895,2352.204131227217,0.9526402990202917
-0.03448275862068967,2399.340571088638,0.9583760836238189
0.03448275862068967,2421.0132430841672,0.9526614539361691
0.10344827586206895,2443.302201012855,0.9687421920648196
0.17241379310344823,2561.9413960433,0.9622359889590734
0.24137931034482762,2579.104768987636,0.9946506561894832
0.31034482758620685,2530.677446808511,0.98085117776818
0.37931034482758624,2496.1239097459234,0.9243663566404454
0.4482758620689655,2526.053293017103,0.9859330201319921
0.5172413793103448,2474.027885360186,0.9994880161204951
0.5862068965517242,2451.654409624527,0.9604313482499678
0.6551724137931034,2316.109680741504,0.954673303653917
0.7241379310344827,2211.607798660618,0.9956557888745271
0.7931034482758621,2037.8670540796963,1.0415112835106677
0.8620689655172413,1672.7188755020081,0.9934276200378517
0.9310344827586208,578.7886488775943,1.212908787217908
1.0,0.0,0.0
Inf,0.0,0.0
